StartDate,EndDate,Value (kWh),Notes
2024-05-01 00:00:00,2024-05-01 01:00:00,3.039,
2024-05-01 01:00:00,2024-05-01 02:00:00,3.291,
2024-05-01 02:00:00,2024-05-01 03:00:00,2.422,
2024-05-01 03:00:00,2024-05-01 04:00:00,1.499,
2024-05-01 04:00:00,2024-05-01 05:00:00,1.079,
2024-05-01 05:00:00,2024-05-01 06:00:00,1.059,
2024-05-01 06:00:00,2024-05-01 07:00:00,1.348,
2024-05-01 07:00:00,2024-05-01 08:00:00,0.886,
2024-05-01 08:00:00,2024-05-01 09:00:00,1.159,
2024-05-01 09:00:00,2024-05-01 10:00:00,1.082,
2024-05-01 10:00:00,2024-05-01 11:00:00,1.628,
2024-05-01 11:00:00,2024-05-01 12:00:00,2.132,
2024-05-01 12:00:00,2024-05-01 13:00:00,1.582,
2024-05-01 13:00:00,2024-05-01 14:00:00,1.568,
2024-05-01 14:00:00,2024-05-01 15:00:00,0.554,
2024-05-01 15:00:00,2024-05-01 16:00:00,1.116,
2024-05-01 16:00:00,2024-05-01 17:00:00,1.199,
2024-05-01 17:00:00,2024-05-01 18:00:00,1.425,
2024-05-01 18:00:00,2024-05-01 19:00:00,1.578,
2024-05-01 19:00:00,2024-05-01 20:00:00,1.46,
2024-05-01 20:00:00,2024-05-01 21:00:00,1.457,
2024-05-01 21:00:00,2024-05-01 22:00:00,1.548,
2024-05-01 22:00:00,2024-05-01 23:00:00,4.117,
2024-05-01 23:00:00,2024-05-02 00:00:00,1.978,
2024-05-02 00:00:00,2024-05-02 01:00:00,2.183,
2024-05-02 01:00:00,2024-05-02 02:00:00,2.085,
2024-05-02 02:00:00,2024-05-02 03:00:00,1.276,
2024-05-02 03:00:00,2024-05-02 04:00:00,1.204,
2024-05-02 04:00:00,2024-05-02 05:00:00,1.197,
2024-05-02 05:00:00,2024-05-02 06:00:00,1.268,
2024-05-02 06:00:00,2024-05-02 07:00:00,1.113,
2024-05-02 07:00:00,2024-05-02 08:00:00,0.944,
2024-05-02 08:00:00,2024-05-02 09:00:00,1.068,
2024-05-02 09:00:00,2024-05-02 10:00:00,1.263,
2024-05-02 10:00:00,2024-05-02 11:00:00,0.867,
2024-05-02 11:00:00,2024-05-02 12:00:00,0.788,
2024-05-02 12:00:00,2024-05-02 13:00:00,0.65,
2024-05-02 13:00:00,2024-05-02 14:00:00,1.047,
2024-05-02 14:00:00,2024-05-02 15:00:00,0.887,
2024-05-02 15:00:00,2024-05-02 16:00:00,1.081,
2024-05-02 16:00:00,2024-05-02 17:00:00,3.031,
2024-05-02 17:00:00,2024-05-02 18:00:00,4.681,
2024-05-02 18:00:00,2024-05-02 19:00:00,2.893,
2024-05-02 19:00:00,2024-05-02 20:00:00,2.505,
2024-05-02 20:00:00,2024-05-02 21:00:00,3.774,
2024-05-02 21:00:00,2024-05-02 22:00:00,4.903,
2024-05-02 22:00:00,2024-05-02 23:00:00,3.092,
2024-05-02 23:00:00,2024-05-03 00:00:00,3.774,
2024-05-03 00:00:00,2024-05-03 01:00:00,3.073,
2024-05-03 01:00:00,2024-05-03 02:00:00,2.074,
2024-05-03 02:00:00,2024-05-03 03:00:00,1.683,
2024-05-03 03:00:00,2024-05-03 04:00:00,1.061,
2024-05-03 04:00:00,2024-05-03 05:00:00,0.723,
2024-05-03 05:00:00,2024-05-03 06:00:00,1.092,
2024-05-03 06:00:00,2024-05-03 07:00:00,0.747,
2024-05-03 07:00:00,2024-05-03 08:00:00,0.767,
2024-05-03 08:00:00,2024-05-03 09:00:00,1.894,
2024-05-03 09:00:00,2024-05-03 10:00:00,1.189,
2024-05-03 10:00:00,2024-05-03 11:00:00,1.165,
2024-05-03 11:00:00,2024-05-03 12:00:00,0.838,
2024-05-03 12:00:00,2024-05-03 13:00:00,1.197,
2024-05-03 13:00:00,2024-05-03 14:00:00,1.148,
2024-05-03 14:00:00,2024-05-03 15:00:00,1.316,
2024-05-03 15:00:00,2024-05-03 16:00:00,1.406,
2024-05-03 16:00:00,2024-05-03 17:00:00,1.082,
2024-05-03 17:00:00,2024-05-03 18:00:00,4.016,
2024-05-03 18:00:00,2024-05-03 19:00:00,2.575,
2024-05-03 19:00:00,2024-05-03 20:00:00,2.399,
2024-05-03 20:00:00,2024-05-03 21:00:00,1.761,
2024-05-03 21:00:00,2024-05-03 22:00:00,1.824,
2024-05-03 22:00:00,2024-05-03 23:00:00,1.76,
2024-05-03 23:00:00,2024-05-04 00:00:00,2.778,
2024-05-04 00:00:00,2024-05-04 01:00:00,1.508,
2024-05-04 01:00:00,2024-05-04 02:00:00,1.289,
2024-05-04 02:00:00,2024-05-04 03:00:00,1.121,
2024-05-04 03:00:00,2024-05-04 04:00:00,0.939,
2024-05-04 04:00:00,2024-05-04 05:00:00,0.898,
2024-05-04 05:00:00,2024-05-04 06:00:00,1.24,
