StartDate,EndDate,Value (kWh),Notes
2024-02-01 00:00:00,2024-02-01 01:00:00,4.767,
2024-02-01 01:00:00,2024-02-01 02:00:00,1.708,
2024-02-01 02:00:00,2024-02-01 03:00:00,3.482,
2024-02-01 03:00:00,2024-02-01 04:00:00,0.727,
2024-02-01 04:00:00,2024-02-01 05:00:00,0.445,
2024-02-01 05:00:00,2024-02-01 06:00:00,0.829,
2024-02-01 06:00:00,2024-02-01 07:00:00,0.548,
2024-02-01 07:00:00,2024-02-01 08:00:00,0.59,
2024-02-01 08:00:00,2024-02-01 09:00:00,0.862,
2024-02-01 09:00:00,2024-02-01 10:00:00,0.862,
2024-02-01 10:00:00,2024-02-01 11:00:00,0.951,
2024-02-01 11:00:00,2024-02-01 12:00:00,1.256,
2024-02-01 12:00:00,2024-02-01 13:00:00,0.98,
2024-02-01 13:00:00,2024-02-01 14:00:00,2.334,
2024-02-01 14:00:00,2024-02-01 15:00:00,1.337,
2024-02-01 15:00:00,2024-02-01 16:00:00,1.156,
2024-02-01 16:00:00,2024-02-01 17:00:00,1.131,
2024-02-01 17:00:00,2024-02-01 18:00:00,1.643,
2024-02-01 18:00:00,2024-02-01 19:00:00,2.55,
2024-02-01 19:00:00,2024-02-01 20:00:00,1.105,
2024-02-01 20:00:00,2024-02-01 21:00:00,0.961,
2024-02-01 21:00:00,2024-02-01 22:00:00,0.897,
2024-02-01 22:00:00,2024-02-01 23:00:00,1.097,
2024-02-01 23:00:00,2024-02-02 00:00:00,1.262,
2024-02-02 00:00:00,2024-02-02 01:00:00,3.433,
2024-02-02 01:00:00,2024-02-02 02:00:00,2.44,
2024-02-02 02:00:00,2024-02-02 03:00:00,0.737,
2024-02-02 03:00:00,2024-02-02 04:00:00,0.49,
2024-02-02 04:00:00,2024-02-02 05:00:00,0.938,
2024-02-02 05:00:00,2024-02-02 06:00:00,1.194,
2024-02-02 06:00:00,2024-02-02 07:00:00,0.606,
2024-02-02 07:00:00,2024-02-02 08:00:00,0.619,
2024-02-02 08:00:00,2024-02-02 09:00:00,0.693,
2024-02-02 09:00:00,2024-02-02 10:00:00,1.098,
2024-02-02 10:00:00,2024-02-02 11:00:00,1.079,
2024-02-02 11:00:00,2024-02-02 12:00:00,1.252,
2024-02-02 12:00:00,2024-02-02 13:00:00,2.647,
2024-02-02 13:00:00,2024-02-02 14:00:00,0.799,
2024-02-02 14:00:00,2024-02-02 15:00:00,0.951,
2024-02-02 15:00:00,2024-02-02 16:00:00,0.73,
2024-02-02 16:00:00,2024-02-02 17:00:00,2.033,
2024-02-02 17:00:00,2024-02-02 18:00:00,2.574,
2024-02-02 18:00:00,2024-02-02 19:00:00,0.892,
2024-02-02 19:00:00,2024-02-02 20:00:00,1.448,
2024-02-02 20:00:00,2024-02-02 21:00:00,1.825,
2024-02-02 21:00:00,2024-02-02 22:00:00,1.5,
2024-02-02 22:00:00,2024-02-02 23:00:00,1.768,
2024-02-02 23:00:00,2024-02-03 00:00:00,1.335,
2024-02-03 00:00:00,2024-02-03 01:00:00,1.463,
2024-02-03 01:00:00,2024-02-03 02:00:00,1.615,
2024-02-03 02:00:00,2024-02-03 03:00:00,4.068,
2024-02-03 03:00:00,2024-02-03 04:00:00,2.083,
2024-02-03 04:00:00,2024-02-03 05:00:00,1.16,
2024-02-03 05:00:00,2024-02-03 06:00:00,0.878,
2024-02-03 06:00:00,2024-02-03 07:00:00,0.917,
2024-02-03 07:00:00,2024-02-03 08:00:00,1.055,
2024-02-03 08:00:00,2024-02-03 09:00:00,0.845,
2024-02-03 09:00:00,2024-02-03 10:00:00,0.793,
2024-02-03 10:00:00,2024-02-03 11:00:00,0.781,
2024-02-03 11:00:00,2024-02-03 12:00:00,3.082,
2024-02-03 12:00:00,2024-02-03 13:00:00,2.751,
2024-02-03 13:00:00,2024-02-03 14:00:00,0.516,
2024-02-03 14:00:00,2024-02-03 15:00:00,0.588,
2024-02-03 15:00:00,2024-02-03 16:00:00,1.319,
2024-02-03 16:00:00,2024-02-03 17:00:00,0.884,
2024-02-03 17:00:00,2024-02-03 18:00:00,0.799,
2024-02-03 18:00:00,2024-02-03 19:00:00,0.943,
2024-02-03 19:00:00,2024-02-03 20:00:00,0.655,
2024-02-03 20:00:00,2024-02-03 21:00:00,2.003,
2024-02-03 21:00:00,2024-02-03 22:00:00,1.471,
2024-02-03 22:00:00,2024-02-03 23:00:00,1.353,
2024-02-03 23:00:00,2024-02-04 00:00:00,1.96,
2024-02-04 00:00:00,2024-02-04 01:00:00,0.939,
2024-02-04 01:00:00,2024-02-04 02:00:00,4.648,
2024-02-04 02:00:00,2024-02-04 03:00:00,2.33,
2024-02-04 03:00:00,2024-02-04 04:00:00,0.884,
2024-02-04 04:00:00,2024-02-04 05:00:00,0.917,
2024-02-04 05:00:00,2024-02-04 06:00:00,0.539,
2024-02-04 06:00:00,2024-02-04 07:00:00,0.508,
2024-02-04 07:00:00,2024-02-04 08:00:00,0.901,
2024-02-04 08:00:00,2024-02-04 09:00:00,0.731,
2024-02-04 09:00:00,2024-02-04 10:00:00,0.868,
2024-02-04 10:00:00,2024-02-04 11:00:00,1.472,
2024-02-04 11:00:00,2024-02-04 12:00:00,1.865,
2024-02-04 12:00:00,2024-02-04 13:00:00,1.265,
2024-02-04 13:00:00,2024-02-04 14:00:00,2.954,
2024-02-04 14:00:00,2024-02-04 15:00:00,1.389,
2024-02-04 15:00:00,2024-02-04 16:00:00,1.346,
2024-02-04 16:00:00,2024-02-04 17:00:00,1.067,
2024-02-04 17:00:00,2024-02-04 18:00:00,1.116,
2024-02-04 18:00:00,2024-02-04 19:00:00,0.73,
2024-02-04 19:00:00,2024-02-04 20:00:00,0.687,
2024-02-04 20:00:00,2024-02-04 21:00:00,0.571,
2024-02-04 21:00:00,2024-02-04 22:00:00,0.913,
2024-02-04 22:00:00,2024-02-04 23:00:00,2.559,
2024-02-04 23:00:00,2024-02-05 00:00:00,1.084,
2024-02-05 00:00:00,2024-02-05 01:00:00,1.097,
2024-02-05 01:00:00,2024-02-05 02:00:00,0.949,
2024-02-05 02:00:00,2024-02-05 03:00:00,2.135,
2024-02-05 03:00:00,2024-02-05 04:00:00,0.763,
2024-02-05 04:00:00,2024-02-05 05:00:00,0.368,
2024-02-05 05:00:00,2024-02-05 06:00:00,0.633,
2024-02-05 06:00:00,2024-02-05 07:00:00,0.388,
2024-02-05 07:00:00,2024-02-05 08:00:00,0.381,
2024-02-05 08:00:00,2024-02-05 09:00:00,0.724,
2024-02-05 09:00:00,2024-02-05 10:00:00,1.204,
2024-02-05 10:00:00,2024-02-05 11:00:00,0.524,
2024-02-05 11:00:00,2024-02-05 12:00:00,0.756,
2024-02-05 12:00:00,2024-02-05 13:00:00,1.103,
2024-02-05 13:00:00,2024-02-05 14:00:00,1.023,
2024-02-05 14:00:00,2024-02-05 15:00:00,0.88,
2024-02-05 15:00:00,2024-02-05 16:00:00,0.797,
2024-02-05 16:00:00,2024-02-05 17:00:00,1.066,
2024-02-05 17:00:00,2024-02-05 18:00:00,2.781,
2024-02-05 18:00:00,2024-02-05 19:00:00,1.645,
2024-02-05 19:00:00,2024-02-05 20:00:00,1.002,
2024-02-05 20:00:00,2024-02-05 21:00:00,1.209,
2024-02-05 21:00:00,2024-02-05 22:00:00,1.491,
2024-02-05 22:00:00,2024-02-05 23:00:00,2.239,
2024-02-05 23:00:00,2024-02-06 00:00:00,1.742,
2024-02-06 00:00:00,2024-02-06 01:00:00,2.007,
